Asset,Horizon,Model,Feature,Rank
ZN,cum3,RF,surp_avghourlyearnings,0
ZN,cum3,RF,surp_cpi,0
ZN,cum3,RF,surp_fedratedec,0
ZN,cum5,LGB,VIXCLS,1
ZN,cum5,LGB,surp_nfp,0
ZN,cum5,LGB,surp_unemp,0
ZN,cum5,LGB,surp_corecpi,0
ZN,cum5,LGB,surp_gdp,0
ZN,cum5,LGB,surp_retsales,0
ZN,cum5,LGB,surp_ism_pmi,0
ZN,cum5,LGB,surp_dgorders,0
ZN,cum5,LGB,surp_newhomesales,0
ZN,cum5,LGB,surp_consconfid,0
ZN,cum5,LGB,surp_avghourlyearnings,0
ZN,cum5,LGB,surp_cpi,0
ZN,cum5,LGB,surp_tradebal,0
ZN,cum5,LGB,surp_indprod,0
ZN,cum5,LGB,surp_fedratedec,0
ZN,cum5,RF,VIXCLS,10
ZN,cum5,RF,surp_indprod,9
ZN,cum5,RF,surp_dgorders,8
ZN,cum5,RF,surp_nfp,7
ZN,cum5,RF,surp_corecpi,6
ZN,cum5,RF,surp_retsales,5
ZN,cum5,RF,surp_tradebal,4
ZN,cum5,RF,surp_newhomesales,3
ZN,cum5,RF,surp_ism_pmi,2
ZN,cum5,RF,surp_cpi,1
ZN,cum5,RF,surp_unemp,0
ZN,cum5,RF,surp_gdp,0
ZN,cum5,RF,surp_consconfid,0
ZN,cum5,RF,surp_avghourlyearnings,0
ZN,cum5,RF,surp_fedratedec,0
ZN,spot,LGB,VIXCLS,15
ZN,spot,LGB,surp_tradebal,14
ZN,spot,LGB,surp_dgorders,13
ZN,spot,LGB,surp_consconfid,12
ZN,spot,LGB,surp_ism_pmi,11
ZN,spot,LGB,surp_nfp,10
ZN,spot,LGB,surp_retsales,9
ZN,spot,LGB,surp_newhomesales,8
ZN,spot,LGB,surp_indprod,7
ZN,spot,LGB,surp_unemp,6
ZN,spot,LGB,surp_corecpi,5
ZN,spot,LGB,surp_gdp,4
ZN,spot,LGB,surp_avghourlyearnings,3
ZN,spot,LGB,surp_cpi,2
ZN,spot,LGB,surp_fedratedec,1
ZN,spot,RF,VIXCLS,15
ZN,spot,RF,surp_retsales,14
ZN,spot,RF,surp_dgorders,13
ZN,spot,RF,surp_consconfid,12
ZN,spot,RF,surp_indprod,11
ZN,spot,RF,surp_tradebal,10
ZN,spot,RF,surp_ism_pmi,9
ZN,spot,RF,surp_newhomesales,8
ZN,spot,RF,surp_nfp,7
ZN,spot,RF,surp_unemp,6
ZN,spot,RF,surp_cpi,5
ZN,spot,RF,surp_corecpi,4
ZN,spot,RF,surp_avghourlyearnings,3
ZN,spot,RF,surp_gdp,2
ZN,spot,RF,surp_fedratedec,1
ZT,cum10,LGB,VIXCLS,1
ZT,cum10,LGB,surp_nfp,0
ZT,cum10,LGB,surp_unemp,0
ZT,cum10,LGB,surp_corecpi,0
ZT,cum10,LGB,surp_gdp,0
ZT,cum10,LGB,surp_retsales,0
ZT,cum10,LGB,surp_ism_pmi,0
ZT,cum10,LGB,surp_dgorders,0
ZT,cum10,LGB,surp_newhomesales,0
ZT,cum10,LGB,surp_consconfid,0
ZT,cum10,LGB,surp_avghourlyearnings,0
ZT,cum10,LGB,surp_cpi,0
ZT,cum10,LGB,surp_tradebal,0
ZT,cum10,LGB,surp_indprod,0
ZT,cum10,LGB,surp_fedratedec,0
ZT,cum10,RF,VIXCLS,10
ZT,cum10,RF,surp_consconfid,9
ZT,cum10,RF,surp_newhomesales,8
ZT,cum10,RF,surp_retsales,7
ZT,cum10,RF,surp_nfp,6
ZT,cum10,RF,surp_dgorders,5
ZT,cum10,RF,surp_ism_pmi,4
ZT,cum10,RF,surp_tradebal,3
ZT,cum10,RF,surp_indprod,2
ZT,cum10,RF,surp_cpi,1
ZT,cum10,RF,surp_unemp,0
ZT,cum10,RF,surp_corecpi,0
ZT,cum10,RF,surp_gdp,0
ZT,cum10,RF,surp_avghourlyearnings,0
ZT,cum10,RF,surp_fedratedec,0
ZT,cum15,LGB,VIXCLS,1
ZT,cum15,LGB,surp_nfp,0
ZT,cum15,LGB,surp_unemp,0
ZT,cum15,LGB,surp_corecpi,0
ZT,cum15,LGB,surp_gdp,0
ZT,cum15,LGB,surp_retsales,0
ZT,cum15,LGB,surp_ism_pmi,0
ZT,cum15,LGB,surp_dgorders,0
ZT,cum15,LGB,surp_newhomesales,0
ZT,cum15,LGB,surp_consconfid,0
ZT,cum15,LGB,surp_avghourlyearnings,0
ZT,cum15,LGB,surp_cpi,0
ZT,cum15,LGB,surp_tradebal,0
ZT,cum15,LGB,surp_indprod,0
ZT,cum15,LGB,surp_fedratedec,0
ZT,cum15,RF,VIXCLS,10
ZT,cum15,RF,surp_dgorders,9
ZT,cum15,RF,surp_retsales,8
ZT,cum15,RF,surp_tradebal,7
ZT,cum15,RF,surp_nfp,6
ZT,cum15,RF,surp_cpi,5
ZT,cum15,RF,surp_indprod,4
ZT,cum15,RF,surp_corecpi,3
ZT,cum15,RF,surp_consconfid,2
ZT,cum15,RF,surp_ism_pmi,1
ZT,cum15,RF,surp_unemp,0
ZT,cum15,RF,surp_gdp,0
ZT,cum15,RF,surp_newhomesales,0
ZT,cum15,RF,surp_avghourlyearnings,0
ZT,cum15,RF,surp_fedratedec,0
ZT,cum3,LGB,VIXCLS,10
ZT,cum3,LGB,surp_tradebal,9
ZT,cum3,LGB,surp_nfp,8
ZT,cum3,LGB,surp_ism_pmi,7
ZT,cum3,LGB,surp_dgorders,6
ZT,cum3,LGB,surp_consconfid,5
ZT,cum3,LGB,surp_newhomesales,4
ZT,cum3,LGB,surp_retsales,3
ZT,cum3,LGB,surp_indprod,2
ZT,cum3,LGB,surp_unemp,1
ZT,cum3,LGB,surp_corecpi,0
ZT,cum3,LGB,surp_gdp,0
ZT,cum3,LGB,surp_avghourlyearnings,0
ZT,cum3,LGB,surp_cpi,0
ZT,cum3,LGB,surp_fedratedec,0
ZT,cum3,RF,VIXCLS,10
ZT,cum3,RF,surp_dgorders,9
ZT,cum3,RF,surp_consconfid,8
ZT,cum3,RF,surp_newhomesales,7
ZT,cum3,RF,surp_tradebal,6
ZT,cum3,RF,surp_retsales,5
ZT,cum3,RF,surp_nfp,4
ZT,cum3,RF,surp_ism_pmi,3
ZT,cum3,RF,surp_indprod,2
ZT,cum3,RF,surp_unemp,1
ZT,cum3,RF,surp_corecpi,0
ZT,cum3,RF,surp_gdp,0
ZT,cum3,RF,surp_avghourlyearnings,0
ZT,cum3,RF,surp_cpi,0
ZT,cum3,RF,surp_fedratedec,0
ZT,cum5,LGB,VIXCLS,1
ZT,cum5,LGB,surp_nfp,0
ZT,cum5,LGB,surp_unemp,0
ZT,cum5,LGB,surp_corecpi,0
ZT,cum5,LGB,surp_gdp,0
ZT,cum5,LGB,surp_retsales,0
ZT,cum5,LGB,surp_ism_pmi,0
ZT,cum5,LGB,surp_dgorders,0
ZT,cum5,LGB,surp_newhomesales,0
ZT,cum5,LGB,surp_consconfid,0
ZT,cum5,LGB,surp_avghourlyearnings,0
ZT,cum5,LGB,surp_cpi,0
ZT,cum5,LGB,surp_tradebal,0
ZT,cum5,LGB,surp_indprod,0
ZT,cum5,LGB,surp_fedratedec,0
ZT,cum5,RF,VIXCLS,10
ZT,cum5,RF,surp_consconfid,9
ZT,cum5,RF,surp_dgorders,8
ZT,cum5,RF,surp_tradebal,7
ZT,cum5,RF,surp_nfp,6
ZT,cum5,RF,surp_ism_pmi,5
ZT,cum5,RF,surp_newhomesales,4
ZT,cum5,RF,surp_indprod,3
ZT,cum5,RF,surp_retsales,2
ZT,cum5,RF,surp_cpi,1
ZT,cum5,RF,surp_unemp,0
ZT,cum5,RF,surp_corecpi,0
ZT,cum5,RF,surp_gdp,0
ZT,cum5,RF,surp_avghourlyearnings,0
ZT,cum5,RF,surp_fedratedec,0
ZT,spot,LGB,VIXCLS,15
ZT,spot,LGB,surp_nfp,14
ZT,spot,LGB,surp_unemp,13
ZT,spot,LGB,surp_corecpi,12
ZT,spot,LGB,surp_gdp,11
ZT,spot,LGB,surp_retsales,10
ZT,spot,LGB,surp_ism_pmi,9
ZT,spot,LGB,surp_dgorders,8
ZT,spot,LGB,surp_newhomesales,7
ZT,spot,LGB,surp_consconfid,6
ZT,spot,LGB,surp_avghourlyearnings,5
ZT,spot,LGB,surp_cpi,4
ZT,spot,LGB,surp_tradebal,3
ZT,spot,LGB,surp_indprod,2
ZT,spot,LGB,surp_fedratedec,1
ZT,spot,RF,VIXCLS,15
ZT,spot,RF,surp_retsales,14
ZT,spot,RF,surp_dgorders,13
ZT,spot,RF,surp_indprod,12
ZT,spot,RF,surp_newhomesales,11
ZT,spot,RF,surp_ism_pmi,10
ZT,spot,RF,surp_consconfid,9
ZT,spot,RF,surp_avghourlyearnings,8
ZT,spot,RF,surp_tradebal,7
ZT,spot,RF,surp_nfp,6
ZT,spot,RF,surp_unemp,5
ZT,spot,RF,surp_cpi,4
ZT,spot,RF,surp_corecpi,3
ZT,spot,RF,surp_gdp,2
ZT,spot,RF,surp_fedratedec,1
