release_date,date,value
2012-05-04,2012-04-01,8.1
2012-06-01,2012-05-01,8.2
2012-07-06,2012-06-01,8.2
2012-08-03,2012-07-01,8.3
2012-09-07,2012-08-01,8.1
2012-10-05,2012-09-01,7.8
2012-11-02,2012-10-01,7.9
2012-12-07,2012-11-01,7.7
2013-01-04,2012-12-01,7.8
2013-02-01,2013-01-01,7.9
2013-03-08,2013-02-01,7.7
2013-04-05,2013-03-01,7.6
2013-05-03,2013-04-01,7.5
2013-06-07,2013-05-01,7.6
2013-07-05,2013-06-01,7.6
2013-08-02,2013-07-01,7.4
2013-09-06,2013-08-01,7.3
2013-10-22,2013-09-01,7.2
2013-11-08,2013-10-01,7.3
2013-12-06,2013-11-01,7.0
2014-01-10,2013-12-01,6.7
2014-02-07,2014-01-01,6.6
2014-03-07,2014-02-01,6.7
2014-04-04,2014-03-01,6.7
2014-05-02,2014-04-01,6.3
2014-06-06,2014-05-01,6.3
2014-07-03,2014-06-01,6.1
2014-08-01,2014-07-01,6.2
2014-09-05,2014-08-01,6.1
2014-10-03,2014-09-01,5.9
2014-11-07,2014-10-01,5.8
2014-12-05,2014-11-01,5.8
2015-01-09,2014-12-01,5.6
2015-02-06,2015-01-01,5.7
2015-03-06,2015-02-01,5.5
2015-04-03,2015-03-01,5.5
2015-05-08,2015-04-01,5.4
2015-06-05,2015-05-01,5.5
2015-07-02,2015-06-01,5.3
2015-08-07,2015-07-01,5.3
2015-09-04,2015-08-01,5.1
2015-10-02,2015-09-01,5.1
2015-11-06,2015-10-01,5.0
2015-12-04,2015-11-01,5.0
2016-01-08,2015-12-01,5.0
2016-02-05,2016-01-01,4.9
2016-03-04,2016-02-01,4.9
2016-04-01,2016-03-01,5.0
2016-05-06,2016-04-01,5.0
2016-06-03,2016-05-01,4.7
2016-07-08,2016-06-01,4.9
2016-08-05,2016-07-01,4.9
2016-09-02,2016-08-01,4.9
2016-10-07,2016-09-01,5.0
2016-11-04,2016-10-01,4.9
2016-12-02,2016-11-01,4.6
2017-01-06,2016-12-01,4.7
2017-02-03,2017-01-01,4.8
2017-03-10,2017-02-01,4.7
2017-04-07,2017-03-01,4.5
2017-05-05,2017-04-01,4.4
2017-06-02,2017-05-01,4.3
2017-07-07,2017-06-01,4.4
2017-08-04,2017-07-01,4.3
2017-09-01,2017-08-01,4.4
2017-10-06,2017-09-01,4.2
2017-11-03,2017-10-01,4.1
2017-12-08,2017-11-01,4.1
2018-01-05,2017-12-01,4.1
2018-02-02,2018-01-01,4.1
2018-03-09,2018-02-01,4.1
2018-04-06,2018-03-01,4.1
2018-05-04,2018-04-01,3.9
2018-06-01,2018-05-01,3.8
2018-07-06,2018-06-01,4.0
2018-08-03,2018-07-01,3.9
2018-09-07,2018-08-01,3.9
2018-10-05,2018-09-01,3.7
2018-11-02,2018-10-01,3.7
2018-12-07,2018-11-01,3.7
2019-01-04,2018-12-01,3.9
2019-02-01,2019-01-01,4.0
2019-03-08,2019-02-01,3.8
2019-04-05,2019-03-01,3.8
2019-05-03,2019-04-01,3.6
2019-06-07,2019-05-01,3.6
2019-07-05,2019-06-01,3.7
2019-08-02,2019-07-01,3.7
2019-09-06,2019-08-01,3.7
2019-10-04,2019-09-01,3.5
2019-11-01,2019-10-01,3.6
2019-12-06,2019-11-01,3.5
2020-01-10,2019-12-01,3.5
2020-02-07,2020-01-01,3.6
2020-03-06,2020-02-01,3.5
2020-04-03,2020-03-01,4.4
2020-05-08,2020-04-01,14.7
2020-06-05,2020-05-01,13.3
2020-07-02,2020-06-01,11.1
2020-08-07,2020-07-01,10.2
2020-09-04,2020-08-01,8.4
2020-10-02,2020-09-01,7.9
2020-11-06,2020-10-01,6.9
2020-12-04,2020-11-01,6.7
2021-01-08,2020-12-01,6.7
2021-02-05,2021-01-01,6.3
2021-03-05,2021-02-01,6.2
2021-04-02,2021-03-01,6.0
2021-05-07,2021-04-01,6.1
2021-06-04,2021-05-01,5.8
2021-07-02,2021-06-01,5.9
2021-08-06,2021-07-01,5.4
2021-09-03,2021-08-01,5.2
2021-10-08,2021-09-01,4.8
2021-11-05,2021-10-01,4.6
2021-12-03,2021-11-01,4.2
