release_date,date,value
2013-08-15,2013-07-01,0.038116036538822194
2013-09-16,2013-08-01,0.4054298496210998
2013-10-28,2013-09-01,0.5715991809021831
2013-11-15,2013-10-01,-0.14033398489587112
2013-12-16,2013-11-01,1.1278754783935327
2014-01-17,2013-12-01,0.30734018655293555
2014-02-14,2014-01-01,-0.3292264707159195
2014-03-17,2014-02-01,0.6248731391681925
2014-04-16,2014-03-01,0.7346476784294179
2014-05-15,2014-04-01,-0.5697159259166096
2014-06-16,2014-05-01,0.5923447399806483
2014-07-16,2014-06-01,0.21902224073928733
2014-08-15,2014-07-01,0.43845765280349563
2014-09-15,2014-08-01,-0.09892696388254055
2014-10-16,2014-09-01,1.013375479601269
2014-11-17,2014-10-01,-0.10517571203194759
2014-12-15,2014-11-01,1.2596015185850002
2015-01-16,2014-12-01,-0.11038262538087563
2015-02-18,2015-01-01,0.15024262344558473
2015-03-16,2015-02-01,0.07169408003632087
2015-04-15,2015-03-01,-0.6394178285291179
2015-05-15,2015-04-01,-0.2620077398015569
2015-06-15,2015-05-01,-0.17390907907971234
2015-07-15,2015-06-01,0.3291581126369967
2015-08-14,2015-07-01,0.556406439606935
2015-09-15,2015-08-01,-0.3789309551143977
2015-10-16,2015-09-01,-0.1852913352067438
2015-11-17,2015-10-01,-0.15375674955809637
2015-12-16,2015-11-01,-0.5638522279676702
2016-01-15,2015-12-01,-0.36256672430644615
2016-02-17,2016-01-01,0.9245396901261909
2016-03-16,2016-02-01,-0.4944046088279733
2016-04-15,2016-03-01,-0.5946479758986734
2016-05-17,2016-04-01,0.6554632894167168
2016-06-15,2016-05-01,-0.4164991758490064
2016-07-15,2016-06-01,0.6020616166397884
2016-08-16,2016-07-01,0.7415850311786442
2016-09-15,2016-08-01,-0.4329763980178394
2016-10-17,2016-09-01,0.05875305285470665
2016-11-16,2016-10-01,0.04212049339503996
2016-12-14,2016-11-01,-0.44057381960054515
2017-01-18,2016-12-01,0.829809103408914
2017-02-15,2017-01-01,-0.25062608820091614
2017-03-17,2017-02-01,0.007065875925118768
2017-04-18,2017-03-01,0.5487208265680956
2017-05-16,2017-04-01,0.9823105334697358
2017-06-15,2017-05-01,-0.0042843718491949335
2017-07-14,2017-06-01,0.38671222062165134
2017-08-17,2017-07-01,0.19150009356527303
2017-09-15,2017-08-01,-0.8984885787114122
2017-10-17,2017-09-01,0.2840704885839944
2017-11-16,2017-10-01,0.944810153547101
2017-12-15,2017-11-01,0.2373168778557692
2018-01-17,2017-12-01,0.8935143458014143
2018-02-15,2018-01-01,-0.051817865793589976
2018-03-16,2018-02-01,1.0642579845030753
2018-04-17,2018-03-01,0.5148305720631521
2018-05-16,2018-04-01,0.7193630108120244
2018-06-15,2018-05-01,-0.092272138562764
2018-07-17,2018-06-01,0.6186730336837265
2018-08-15,2018-07-01,0.11225664594570212
2018-09-14,2018-08-01,0.41210715528239295
2018-10-16,2018-09-01,0.2524743782864667
2018-11-16,2018-10-01,0.10353126038294902
2018-12-14,2018-11-01,0.6061581474056039
2019-01-18,2018-12-01,0.34718070828881054
2019-02-15,2019-01-01,-0.5794739586456006
2019-03-15,2019-02-01,0.14793736952746442
2019-04-16,2019-03-01,-0.10495100473819621
2019-05-15,2019-04-01,-0.511467235753321
2019-06-14,2019-05-01,0.3653162119603449
2019-07-16,2019-06-01,-0.035298882110847175
2019-08-15,2019-07-01,-0.21825280767430766
2019-09-17,2019-08-01,0.6467101835565479
2019-10-17,2019-09-01,-0.38720028814905727
2019-11-15,2019-10-01,-0.8418344069930731
2019-12-17,2019-11-01,1.095321448224573
2020-01-17,2019-12-01,-0.29547009629427273
2020-02-14,2020-01-01,-0.308652400431983
2020-03-17,2020-02-01,0.5543154864297217
2020-04-15,2020-03-01,-5.400891935620759
2020-05-15,2020-04-01,-11.247701919556166
2020-06-16,2020-05-01,1.3890973386954386
2020-07-15,2020-06-01,5.413862551296103
2020-08-14,2020-07-01,3.028105633983906
2020-09-15,2020-08-01,0.3647810076233768
2020-10-16,2020-09-01,-0.6318103903147159
2020-11-17,2020-10-01,1.0792980449230918
2020-12-15,2020-11-01,0.3946005285156188
2021-01-15,2020-12-01,1.57193610803146
2021-02-17,2021-01-01,0.9286418495246118
2021-03-16,2021-02-01,-2.240518780283433
2021-04-15,2021-03-01,1.440377849386746
2021-05-14,2021-04-01,0.6668023880653547
2021-06-15,2021-05-01,0.8471238388404525
2021-07-15,2021-06-01,0.44303467210417374
2021-08-17,2021-07-01,0.9281837881756667
2021-09-15,2021-08-01,0.4027181249839396
2021-10-18,2021-09-01,-1.2873782843246604
2021-11-16,2021-10-01,1.6319361788528497
2021-12-16,2021-11-01,0.5151285856074602
2022-01-14,2021-12-01,-0.10235595164563493
2022-02-16,2022-01-01,1.4156556241019203
2022-03-17,2022-02-01,0.5340145529156823
2022-04-15,2022-03-01,0.9178446090620752
2022-05-17,2022-04-01,1.0750989958276713
2022-06-17,2022-05-01,0.24713992651213224
2022-07-15,2022-06-01,-0.19899993210478212
2022-08-16,2022-07-01,0.5609131966199453
2022-09-15,2022-08-01,-0.1647267112240478
2022-10-18,2022-09-01,0.3784129941200337
2022-11-16,2022-10-01,-0.11030008110300135
2022-12-15,2022-11-01,-0.2194803880573653
2023-01-18,2022-12-01,-0.7228397591621964
