Method,p,Adj.R2,Cp,BIC,target
PCR,1,0.0021704101843432744,11.668079127079636,-8842.282465960856,ret_EURUSD_cum10
PLS,1,0.018469191488873493,-6.800517051863153,-8860.777273805305,ret_EURUSD_cum10
Fwd (Cp),7,0.04301383631346056,-3.04840263666415,-8988.913518979116,ret_GBPUSD_cum10
Fwd (CV),0,0.0,39.81326705386482,-8981.677439849287,ret_GBPUSD_cum10
Bwd (Cp),7,0.04301383631346056,-3.04840263666415,-8988.913518979116,ret_GBPUSD_cum10
Bwd (CV),0,0.0,39.81326705386482,-8981.677439849287,ret_GBPUSD_cum10
Ridge,27,-0.000897363740733681,66.89586272235488,-8818.383192898005,ret_GBPUSD_cum10
Lasso,3,0.01569613590591379,24.537922797578176,-8981.379419677327,ret_GBPUSD_cum10
PCR,2,0.01344358400313661,26.166407800911884,-8984.833034188885,ret_GBPUSD_cum10
PLS,1,0.030342170097403254,5.588472318608638,-9010.256919604122,ret_GBPUSD_cum10
Fwd (Cp),6,0.028482917272849906,1.347307645996807,-7380.389715010404,ret_GC_cum10
Fwd (CV),0,0.0,28.04507257172554,-7384.060119685612,ret_GC_cum10
Bwd (Cp),6,0.028482917272849906,1.347307645996807,-7380.389715010404,ret_GC_cum10
Bwd (CV),0,0.0,28.04507257172554,-7384.060119685612,ret_GC_cum10
Ridge,27,-0.007246532550293949,62.520475290195236,-7213.664648220518,ret_GC_cum10
Lasso,0,0.0,28.04507257172554,-7384.060119685612,ret_GC_cum10
PCR,1,0.001202123207770689,27.640905580054778,-7379.3884947286115,ret_GC_cum10
PLS,1,0.026899252451738853,-1.8599376153106277,-7408.659279282717,ret_GC_cum10
Fwd (Cp),7,0.03567500109624355,3.2881755441451332,-8862.728554413028,ret_JPYUSD_cum10
Fwd (CV),0,0.0,37.59134197862136,-8864.071566677978,ret_JPYUSD_cum10
Bwd (Cp),7,0.03567500109624355,3.2881755441451332,-8862.728554413028,ret_JPYUSD_cum10
Bwd (CV),0,0.0,37.59134197862136,-8864.071566677978,ret_JPYUSD_cum10
Ridge,27,-0.02166323618367949,88.20565681550465,-8677.716557814294,ret_JPYUSD_cum10
Lasso,0,0.0,37.59134197862136,-8864.071566677978,ret_JPYUSD_cum10
PCR,1,-0.0006773476179826599,39.34279902237927,-8857.288741408829,ret_JPYUSD_cum10
PLS,1,0.039149678583694225,-6.759322822393415,-8902.897986491525,ret_JPYUSD_cum10
Fwd (Cp),6,0.04581768027125588,-4.212256755126191,-6722.918349294905,ret_XLE_cum10
Fwd (CV),3,0.03803600880845315,1.7917313077878134,-6731.85356715731,ret_XLE_cum10
Bwd (Cp),6,0.04581768027125588,-4.212256755126191,-6722.918349294905,ret_XLE_cum10
Bwd (CV),2,0.034049212296482945,5.4223640337131656,-6733.229617934775,ret_XLE_cum10
Ridge,27,-0.0033038744951807697,72.80326383076931,-6540.379067791052,ret_XLE_cum10
Lasso,4,0.035183729058328006,6.102098626678526,-6722.5089972697815,ret_XLE_cum10
PCR,3,0.006172117778782682,38.78410353281288,-6695.258347995259,ret_XLE_cum10
PLS,1,0.03021536614703979,8.883384236692336,-6734.802795134677,ret_XLE_cum10
Fwd (Cp),11,0.07903702566452575,7.711879567180404,-6712.697118151757,ret_XLF_cum10
Fwd (CV),0,0.0,92.58779242530568,-6686.431632872909,ret_XLF_cum10
Bwd (Cp),13,0.08129383960590819,7.012490568570456,-6703.428305888161,ret_XLF_cum10
Bwd (CV),0,0.0,92.58779242530568,-6686.431632872909,ret_XLF_cum10
Ridge,27,-0.024657401437276016,146.5876351281222,-6496.7902866507775,ret_XLF_cum10
Lasso,0,0.0,92.58779242530568,-6686.431632872909,ret_XLF_cum10
PCR,1,-0.0008914927939533968,94.5871038840728,-6679.408511063691,ret_XLF_cum10
PLS,1,0.08805705819291287,-13.263562410937766,-6783.924942276744,ret_XLF_cum10
Fwd (Cp),9,0.0596952944359308,0.036493468227490666,-7326.047085935284,ret_XLI_cum10
Fwd (CV),0,0.0,61.54850736169169,-7311.094460879119,ret_XLI_cum10
Bwd (Cp),9,0.0596952944359308,0.036493468227490666,-7326.047085935284,ret_XLI_cum10
Bwd (CV),0,0.0,61.54850736169169,-7311.094460879119,ret_XLI_cum10
Ridge,27,-0.02411795378628523,114.92578216171887,-7122.044492061559,ret_XLI_cum10
Lasso,0,0.0,61.54850736169169,-7311.094460879119,ret_XLI_cum10
PCR,1,-0.0006843920367562983,63.303148016520936,-7304.303730110304,ret_XLI_cum10
PLS,2,0.0666714507596341,-15.261108096151702,-7376.535262727346,ret_XLI_cum10
Fwd (Cp),5,0.04511919894288818,-1.5503808397081684,-7535.463862491198,ret_XLK_cum10
Fwd (CV),0,0.0,46.07323085771009,-7513.719497291825,ret_XLK_cum10
Bwd (Cp),5,0.04511919894288818,-1.5503808397081684,-7535.463862491198,ret_XLK_cum10
Bwd (CV),0,0.0,46.07323085771009,-7513.719497291825,ret_XLK_cum10
Ridge,27,-0.02193819563826538,96.97593523519754,-7327.062296949359,ret_XLK_cum10
Lasso,0,0.0,46.07323085771009,-7513.719497291825,ret_XLK_cum10
PCR,1,-0.0008267281247698044,47.99705096168168,-7506.769043776034,ret_XLK_cum10
PLS,2,0.05627767189811905,-17.570201007778223,-7566.723414129814,ret_XLK_cum10
Fwd (Cp),4,0.03954213200741563,-6.660129772172468,-7931.021822268009,ret_XLV_cum10
Fwd (CV),0,0.0,35.00922165560701,-7909.798522166146,ret_XLV_cum10
Bwd (Cp),4,0.03954213200741563,-6.660129772172468,-7931.021822268009,ret_XLV_cum10
Bwd (CV),0,0.0,35.00922165560701,-7909.798522166146,ret_XLV_cum10
Ridge,27,-0.02465748404684942,89.00916502073733,-7720.157085405902,ret_XLV_cum10
Lasso,0,0.0,35.009221655607234,-7909.798522166146,ret_XLV_cum10
PCR,1,0.00039883225778103437,35.51826755983302,-7904.224078737638,ret_XLV_cum10
PLS,3,0.049309250849223885,-18.931249159241816,-7948.520068639441,ret_XLV_cum10
Fwd (Cp),4,0.045089795059016335,-0.6568461154918168,-10056.645170312644,ret_ZN_cum10
Fwd (CV),0,0.0,48.03443794518489,-10028.916548213907,ret_ZN_cum10
Bwd (Cp),6,0.04715258747266626,-1.0453063135655611,-10047.036919166805,ret_ZN_cum10
Bwd (CV),0,0.0,48.03443794518489,-10028.916548213907,ret_ZN_cum10
Ridge,27,-0.008804453458025607,83.94761696360797,-9856.785460398061,ret_ZN_cum10
Lasso,3,0.025640260552320382,21.014475146764426,-10040.021556012414,ret_ZN_cum10
PCR,1,0.0025065100089853853,46.06493283255577,-10025.712471141549,ret_ZN_cum10
PLS,1,0.04040593813577387,1.7986843527517067,-10069.212190141357,ret_ZN_cum10
Fwd (Cp),4,0.048955460147478314,-8.5441306640123,-13485.027794237136,ret_ZT_cum10
Fwd (CV),0,0.0,44.463198053513,-13452.74381964768,ret_ZT_cum10
Bwd (Cp),4,0.048955460147478314,-8.5441306640123,-13485.027794237136,ret_ZT_cum10
