date,PAYEMS_realtime_start,PAYEMS_value,UNRATE_realtime_start,UNRATE_value,ICSA_realtime_start,ICSA_value,CPILFESL_realtime_start,CPILFESL_value,PPIFID_realtime_start,PPIFID_value,A191RL1Q225SBEA_realtime_start,A191RL1Q225SBEA_value,RSAFS_realtime_start,RSAFS_value,DGORDER_realtime_start,DGORDER_value,HSN1F_realtime_start,HSN1F_value,UMCSENT_realtime_start,UMCSENT_value,CES0500000003_realtime_start,CES0500000003_value,CPIAUCSL_realtime_start,CPIAUCSL_value,BOPGSTB_realtime_start,BOPGSTB_value,INDPRO_realtime_start,INDPRO_value,JTSJOL_realtime_start,JTSJOL_value
2014-03-01,2014-04-04,137928.0,2014-04-04,6.7,2014-03-06,323000.0,2014-04-15,236.604,2014-04-11,110.6,,,2014-04-14,433907.0,2014-04-24,234839.0,2014-04-23,384.0,2014-03-28,80.0,2014-04-04,24.3,2014-04-15,235.64,2014-05-06,-40378.0,2014-04-16,103.2374,2014-05-09,4014.0
2014-03-08,,,,,2014-03-13,315000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-15,,,,,2014-03-20,320000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-22,,,,,2014-03-27,311000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-29,,,,,2014-04-03,326000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,2014-05-02,138252.0,2014-05-02,6.3,,,2014-05-15,237.163,2014-05-14,111.3,,,2014-05-13,434571.0,2014-05-27,239947.0,2014-05-23,433.0,2014-04-25,84.1,2014-05-02,24.31,2014-05-15,236.254,2014-06-04,-47236.0,2014-05-15,102.7435,2014-06-10,4455.0
2014-04-05,,,,,2014-04-10,300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-12,,,,,2014-04-17,304000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-19,,,,,2014-04-24,329000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-26,,,,,2014-05-01,344000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-01,2014-06-06,138463.0,2014-06-06,6.3,,,2014-06-17,237.776,2014-06-13,111.0,,,2014-06-12,437648.0,2014-06-25,238008.0,2014-06-24,504.0,2014-05-30,81.9,2014-06-06,24.38,2014-06-17,237.083,2014-07-03,-44392.0,2014-06-16,103.6585,2014-07-08,4635.0
2014-05-03,,,,,2014-05-08,319000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-10,,,,,2014-05-15,297000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-17,,,,,2014-05-22,326000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-24,,,,,2014-05-29,300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-31,,,,,2014-06-05,312000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01,2014-07-03,138780.0,2014-07-03,6.1,,,2014-07-22,238.083,2014-07-16,111.3,,,2014-07-15,439891.0,2014-07-25,239917.0,2014-07-24,406.0,2014-06-27,82.5,2014-07-03,24.45,2014-07-22,237.693,2014-08-06,-41538.0,2014-07-16,103.9152,2014-08-12,4671.0
2014-06-07,,,,,2014-06-12,317000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-14,,,,,2014-06-19,312000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-21,,,,,2014-06-26,312000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-28,,,,,2014-07-03,315000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01,2014-08-01,139004.0,2014-08-01,6.2,,,2014-08-19,238.311,2014-08-15,111.4,2014-10-30,3.5,2014-08-13,439802.0,2014-08-26,300123.0,2014-08-25,412.0,2014-08-01,81.8,2014-08-01,24.45,2014-08-19,237.909,2014-09-04,-40546.0,2014-08-15,104.3882,2014-09-09,4673.0
2014-07-05,,,,,2014-07-10,304000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-12,,,,,2014-07-17,302000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-19,,,,,2014-07-24,284000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-26,,,,,2014-07-31,302000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,2014-09-05,139118.0,2014-09-05,6.1,,,2014-09-17,238.345,2014-09-16,111.5,,,2014-09-12,444377.0,2014-09-25,245433.0,2014-09-24,504.0,2014-08-29,82.5,2014-09-05,24.53,2014-09-17,237.428,2014-10-03,-40109.0,2014-09-15,104.1152,2014-10-07,4835.0
2014-08-02,,,,,2014-08-07,289000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-09,,,,,2014-08-14,311000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-16,,,,,2014-08-21,298000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-23,,,,,2014-08-28,298000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-30,,,,,2014-09-04,302000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,2014-10-03,139435.0,2014-10-03,5.9,,,2014-10-22,238.677,2014-10-15,111.2,,,2014-10-15,442689.0,2014-10-28,241633.0,2014-10-24,467.0,2014-09-26,84.6,2014-10-03,24.53,2014-10-22,237.633,2014-11-04,-43032.0,2014-10-16,105.0728,2014-11-13,4735.0
2014-09-06,,,,,2014-09-11,315000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-13,,,,,2014-09-18,280000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-20,,,,,2014-09-25,293000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-27,,,,,2014-10-02,287000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,2014-11-07,139680.0,2014-11-07,5.8,,,2014-11-20,239.162,2014-11-18,111.4,2015-01-30,2.6,2014-11-14,444491.0,2014-11-26,243806.0,2014-11-26,458.0,2014-10-31,86.9,2014-11-07,24.57,2014-11-20,237.642,2014-12-05,-43432.0,2014-11-17,104.8568,2014-12-09,4834.0
2014-10-04,,,,,2014-10-09,287000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-11,,,,,2014-10-16,264000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-18,,,,,2014-10-23,283000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-25,,,,,2014-10-30,287000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-01,2014-12-05,140045.0,2014-12-05,5.8,2014-11-06,278000.0,2014-12-17,239.332,2014-12-12,110.9,,,2014-12-11,449282.0,2014-12-23,242275.0,2014-12-23,438.0,2014-11-26,88.8,2014-12-05,24.66,2014-12-17,237.032,2015-01-07,-39001.0,2014-12-15,106.6617,2015-01-13,4972.0
2014-11-08,,,,,2014-11-13,290000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-15,,,,,2014-11-20,291000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-22,,,,,2014-11-26,313000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-29,,,,,2014-12-04,297000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,2015-01-09,140347.0,2015-01-09,5.6,,,2015-01-16,239.339,2015-01-15,110.5,,,2015-01-14,442931.0,2015-01-27,230525.0,2015-01-27,481.0,2014-12-23,93.6,2015-01-09,24.57,2015-01-16,236.149,2015-02-05,-46557.0,2015-01-16,106.5114,2015-02-10,5028.0
2014-12-06,,,,,2014-12-11,294000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-13,,,,,2014-12-18,289000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-20,,,,,2014-12-24,280000.0,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-27,,,,,2014-12-31,298000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-01,2015-02-06,140849.0,2015-02-06,5.7,,,2015-02-26,239.871,2015-02-18,109.7,2015-04-29,0.2,2015-02-12,439771.0,2015-02-26,236147.0,2015-02-25,481.0,2015-01-30,98.1,2015-02-06,24.75,2015-02-26,234.677,2015-03-06,-41752.0,2015-02-18,106.1878,2015-03-10,4998.0
2015-01-03,,,,,2015-01-08,294000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-10,,,,,2015-01-15,316000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-17,,,,,2015-01-22,307000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-24,,,,,2015-01-29,265000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,,,,,2015-02-05,278000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,2015-03-06,141126.0,2015-03-06,5.5,,,2015-03-24,240.247,2015-03-13,109.4,,,2015-03-12,437006.0,2015-03-25,231291.0,2015-03-24,539.0,2015-02-27,95.4,2015-03-06,24.78,2015-03-24,235.186,2015-04-02,-35444.0,2015-03-16,105.8028,2015-04-07,5133.0
2015-02-07,,,,,2015-02-12,304000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-14,,,,,2015-02-19,283000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-21,,,,,2015-02-26,313000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-28,,,,,2015-03-05,320000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,2015-04-03,141183.0,2015-04-03,5.5,,,2015-04-17,240.793,2015-04-14,109.9,,,2015-04-14,441363.0,2015-04-24,240175.0,2015-04-23,481.0,2015-03-27,93.0,2015-04-03,24.86,2015-04-17,235.74,2015-05-05,-51367.0,2015-04-15,105.2161,2015-05-12,4994.0
2015-03-07,,,,,2015-03-12,289000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-14,,,,,2015-03-19,291000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-21,,,,,2015-03-26,282000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-28,,,,,2015-04-02,268000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,2015-05-08,141367.0,2015-05-08,5.4,,,2015-05-22,241.409,2015-05-14,109.6,2015-07-30,2.3,2015-05-13,436772.0,2015-05-26,235527.0,2015-05-26,517.0,2015-05-01,95.9,2015-05-08,24.87,2015-05-22,235.982,2015-06-03,-40879.0,2015-05-15,105.1786,2015-06-09,5376.0
2015-04-04,,,,,2015-04-09,281000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-11,,,,,2015-04-16,294000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-18,,,,,2015-04-23,295000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-25,,,,,2015-04-30,262000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,2015-06-05,141679.0,2015-06-05,5.5,,,2015-06-18,241.76,2015-06-12,109.9,,,2015-06-11,444926.0,2015-06-23,228913.0,2015-06-23,546.0,2015-05-29,90.7,2015-06-05,24.96,2015-06-18,237.031,2015-07-07,-41871.0,2015-06-15,105.1018,2015-07-07,5363.0
2015-05-02,,,,,2015-05-07,265000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-09,,,,,2015-05-14,264000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-16,,,,,2015-05-21,274000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-23,,,,,2015-05-28,282000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-30,,,,,2015-06-04,276000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,2015-07-02,141842.0,2015-07-02,5.3,,,2015-07-17,242.193,2015-07-15,110.4,,,2015-07-14,442032.0,2015-07-27,235337.0,2015-07-24,482.0,2015-06-26,96.1,2015-07-02,24.95,2015-07-17,237.786,2015-08-05,-43839.0,2015-07-15,105.7065,2015-08-12,5249.0
2015-06-06,,,,,2015-06-11,279000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-13,,,,,2015-06-18,267000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-20,,,,,2015-06-25,271000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-27,,,,,2015-07-02,281000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,2015-08-07,142071.0,2015-08-07,5.3,,,2015-08-19,242.513,2015-08-14,110.7,2015-10-29,1.5,2015-08-13,446477.0,2015-08-26,241108.0,2015-08-25,507.0,2015-07-31,93.1,2015-08-07,24.99,2015-08-19,238.099,2015-09-03,-41863.0,2015-08-14,107.477,2015-09-09,5753.0
2015-07-04,,,,,2015-07-09,297000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-11,,,,,2015-07-16,281000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-18,,,,,2015-07-23,255000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-25,,,,,2015-07-30,267000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,2015-09-04,142288.0,2015-09-04,5.1,2015-08-06,270000.0,2015-09-16,242.693,2015-09-11,110.7,,,2015-09-15,447715.0,2015-09-24,236322.0,2015-09-24,552.0,2015-08-28,91.9,2015-09-04,25.09,2015-09-16,237.931,2015-10-06,-48330.0,2015-09-15,107.0793,2015-10-16,5370.0
2015-08-08,,,,,2015-08-13,274000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-15,,,,,2015-08-20,277000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-22,,,,,2015-08-27,271000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-29,,,,,2015-09-03,282000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,2015-10-02,142371.0,2015-10-02,5.1,,,2015-10-15,243.206,2015-10-14,109.9,,,2015-10-14,447686.0,2015-10-27,231080.0,2015-10-26,468.0,2015-09-25,87.2,2015-10-02,25.09,2015-10-15,237.566,2015-11-04,-40812.0,2015-10-16,107.0917,2015-11-12,5526.0
2015-09-05,,,,,2015-09-10,275000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-12,,,,,2015-09-17,264000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-19,,,,,2015-09-24,267000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-26,,,,,2015-10-01,277000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,2015-11-06,142654.0,2015-11-06,5.0,,,2015-11-17,243.698,2015-11-13,109.6,2016-01-29,0.7,2015-11-13,447255.0,2015-11-25,238976.0,2015-11-25,495.0,2015-10-30,90.0,2015-11-06,25.2,2015-11-17,238.042,2015-12-04,-43891.0,2015-11-17,107.2123,2015-12-08,5383.0
2015-10-03,,,,,2015-10-08,263000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-10,,,,,2015-10-15,255000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-17,,,,,2015-10-22,259000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-24,,,,,2015-10-29,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,,,,,2015-11-05,276000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-01,2015-12-04,142900.0,2015-12-04,5.0,,,2015-12-15,244.135,2015-12-11,109.6,,,2015-12-11,448117.0,2015-12-23,238776.0,2015-12-23,490.0,2015-11-25,91.3,2015-12-04,25.25,2015-12-15,238.111,2016-01-06,-42374.0,2015-12-16,106.5339,2016-01-12,5431.0
2015-11-07,,,,,2015-11-12,276000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-14,,,,,2015-11-19,271000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-21,,,,,2015-11-25,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-28,,,,,2015-12-03,269000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,2016-01-08,143242.0,2016-01-08,5.0,,,2016-01-20,244.446,2016-01-15,109.2,,,2016-01-15,448086.0,2016-01-28,225422.0,2016-01-27,544.0,2015-12-23,92.6,2016-01-08,25.24,2016-01-20,237.847,2016-02-05,-43357.0,2016-01-15,106.0222,2016-02-09,5607.0
2015-12-05,,,,,2015-12-10,282000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-12,,,,,2015-12-17,271000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-19,,,,,2015-12-24,267000.0,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-26,,,,,2015-12-31,287000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,2016-02-05,143288.0,2016-02-05,4.9,,,2016-02-19,245.232,2016-02-17,109.5,2016-04-28,0.5,2016-02-12,449904.0,2016-02-25,237465.0,2016-02-24,494.0,2016-01-29,92.0,2016-02-05,25.39,2016-02-19,238.107,2016-03-04,-45677.0,2016-02-17,106.8477,2016-03-17,5541.0
2016-01-02,,,,,2016-01-07,277000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-09,,,,,2016-01-14,284000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-16,,,,,2016-01-21,293000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-23,,,,,2016-01-28,278000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-30,,,,,2016-02-04,285000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,2016-03-04,143560.0,2016-03-04,4.9,,,2016-03-16,245.925,2016-03-15,109.5,,,2016-03-15,447308.0,2016-03-24,229364.0,2016-03-23,512.0,2016-02-26,91.7,2016-03-04,25.35,2016-03-16,237.707,2016-04-05,-47060.0,2016-03-16,106.3275,2016-04-05,5445.0
2016-02-06,,,,,2016-02-11,269000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-13,,,,,2016-02-18,262000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-20,,,,,2016-02-25,272000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-27,,,,,2016-03-03,278000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-01,2016-04-01,143774.0,2016-04-01,5.0,,,2016-04-14,246.095,2016-04-13,109.7,,,2016-04-13,446887.0,2016-04-26,230651.0,2016-04-25,511.0,2016-04-01,91.0,2016-04-01,25.43,2016-04-14,237.92,2016-05-04,-40443.0,2016-04-15,103.3759,2016-05-10,5757.0
2016-03-05,,,,,2016-03-10,259000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-12,,,,,2016-03-17,265000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-19,,,,,2016-03-24,265000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-26,,,,,2016-03-31,276000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-01,2016-05-06,143915.0,2016-05-06,5.0,,,2016-05-17,246.574,2016-05-13,109.8,2016-07-29,1.2,2016-05-13,453438.0,2016-05-26,235942.0,2016-05-24,619.0,2016-04-29,89.0,2016-05-06,25.53,2016-05-17,238.89,2016-06-03,-37436.0,2016-05-17,104.147,2016-06-08,5788.0
2016-04-02,,,,,2016-04-07,267000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-09,,,,,2016-04-14,253000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-16,,,,,2016-04-21,247000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-23,,,,,2016-04-28,257000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,,,,,2016-05-05,274000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-01,2016-06-03,143894.0,2016-06-03,4.7,,,2016-06-16,247.074,2016-06-15,110.1,,,2016-06-14,455644.0,2016-06-24,230701.0,2016-06-23,551.0,2016-05-27,94.7,2016-06-03,25.59,2016-06-16,239.41,2016-07-06,-41144.0,2016-06-15,103.5527,2016-07-12,5500.0
2016-05-07,,,,,2016-05-12,294000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-14,,,,,2016-05-19,278000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-21,,,,,2016-05-26,268000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-05-28,,,,,2016-06-02,267000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-01,2016-07-08,144175.0,2016-07-08,4.9,,,2016-07-15,247.495,2016-07-14,110.9,,,2016-07-15,456978.0,2016-07-27,219754.0,2016-07-26,592.0,2016-06-24,93.5,2016-07-08,25.61,2016-07-15,239.927,2016-08-05,-44510.0,2016-07-15,104.1342,2016-08-10,5624.0
2016-06-04,,,,,2016-06-09,264000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-11,,,,,2016-06-16,277000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-18,,,,,2016-06-23,259000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-25,,,,,2016-06-30,268000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-01,2016-08-05,144448.0,2016-08-05,4.9,,,2016-08-16,247.713,2016-08-12,110.6,2016-10-28,2.9,2016-08-12,457727.0,2016-08-25,228904.0,2016-08-23,654.0,2016-07-29,90.0,2016-08-05,25.69,2016-08-16,239.828,2016-09-02,-39474.0,2016-08-16,104.9141,2016-09-07,5871.0
2016-07-02,,,,,2016-07-07,254000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-09,,,,,2016-07-14,254000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-16,,,,,2016-07-21,253000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-23,,,,,2016-07-28,266000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-30,,,,,2016-08-04,269000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-01,2016-09-02,144598.0,2016-09-02,4.9,,,2016-09-16,248.338,2016-09-15,110.5,,,2016-09-15,456321.0,2016-09-28,226937.0,2016-09-26,609.0,2016-08-26,89.8,2016-09-02,25.73,2016-09-16,240.305,2016-10-05,-40725.0,2016-09-15,104.4016,2016-10-12,5443.0
2016-08-06,,,,,2016-08-11,266000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-13,,,,,2016-08-18,262000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-20,,,,,2016-08-25,261000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-27,,,,,2016-09-01,263000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-01,2016-10-07,144747.0,2016-10-07,5.0,,,2016-10-18,248.611,2016-10-14,110.7,,,2016-10-14,459821.0,2016-10-27,227278.0,2016-10-26,593.0,2016-09-30,91.2,2016-10-07,25.79,2016-10-18,241.002,2016-11-04,-36440.0,2016-10-17,104.226,2016-11-08,5486.0
2016-09-03,,,,,2016-09-08,259000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-10,,,,,2016-09-15,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-17,,,,,2016-09-22,252000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-24,,,,,2016-09-29,254000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-01,2016-11-04,144952.0,2016-11-04,4.9,2016-10-06,249000.0,2016-11-17,248.981,2016-11-16,110.7,2017-01-27,1.9,2016-11-15,465914.0,2016-11-23,239367.0,2016-11-23,563.0,2016-10-28,87.2,2016-11-04,25.92,2016-11-17,241.863,2016-12-06,-42601.0,2016-11-16,104.2687,2016-12-07,5534.0
2016-10-08,,,,,2016-10-13,246000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-15,,,,,2016-10-20,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-22,,,,,2016-10-27,258000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-29,,,,,2016-11-03,265000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-01,2016-12-02,145128.0,2016-12-02,4.6,,,2016-12-15,249.357,2016-12-14,110.8,,,2016-12-14,465513.0,2016-12-22,228171.0,2016-12-23,592.0,2016-11-23,93.8,2016-12-02,25.89,2016-12-15,242.348,2017-01-06,-45240.0,2016-12-14,103.8589,2017-01-10,5522.0
2016-11-05,,,,,2016-11-10,254000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-12,,,,,2016-11-17,235000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-19,,,,,2016-11-23,251000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-11-26,,,,,2016-12-01,268000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-01,2017-01-06,145303.0,2017-01-06,4.7,,,2017-01-18,249.93,2017-01-13,110.9,,,2017-01-13,469092.0,2017-01-27,227018.0,2017-01-26,536.0,2016-12-23,98.2,2017-01-06,26.0,2017-01-18,243.032,2017-02-07,-44262.0,2017-01-18,104.5712,2017-02-07,5501.0
2016-12-03,,,,,2016-12-08,258000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-10,,,,,2016-12-15,254000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-17,,,,,2016-12-22,275000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-24,,,,,2016-12-29,265000.0,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,,,,,2017-01-05,235000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,2017-02-03,145554.0,2017-02-03,4.8,,,2017-02-15,250.783,2017-02-14,111.5,2017-04-28,0.7,2017-02-15,472142.0,2017-02-27,230354.0,2017-02-24,555.0,2017-01-27,98.5,2017-02-03,26.0,2017-02-15,244.158,2017-03-07,-48492.0,2017-02-15,104.5548,2017-03-16,5626.0
2017-01-07,,,,,2017-01-12,247000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-14,,,,,2017-01-19,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-21,,,,,2017-01-26,259000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-28,,,,,2017-02-02,246000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-01,2017-03-10,145798.0,2017-03-10,4.7,,,2017-03-15,251.299,2017-03-14,112.0,,,2017-03-15,473991.0,2017-03-24,235386.0,2017-03-23,592.0,2017-02-24,96.3,2017-03-10,26.09,2017-03-15,244.456,2017-04-04,-43557.0,2017-03-17,104.7361,2017-04-11,5743.0
2017-02-04,,,,,2017-02-09,234000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-11,,,,,2017-02-16,239000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-18,,,,,2017-02-23,244000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-02-25,,,,,2017-03-02,223000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-01,2017-04-07,145858.0,2017-04-07,4.5,,,2017-04-14,250.993,2017-04-13,112.2,,,2017-04-14,470844.0,2017-04-27,238713.0,2017-04-25,621.0,2017-03-31,96.9,2017-04-07,26.14,2017-04-14,243.752,2017-05-04,-43706.0,2017-04-18,104.0998,2017-05-09,5743.0
2017-03-04,,,,,2017-03-09,243000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-11,,,,,2017-03-16,241000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-18,,,,,2017-03-23,258000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-25,,,,,2017-03-30,258000.0,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-01,2017-05-05,146063.0,2017-05-05,4.4,2017-04-06,234000.0,2017-05-12,251.172,2017-05-11,112.7,2017-07-28,2.6,2017-05-12,474948.0,2017-05-26,231168.0,2017-05-23,569.0,2017-04-28,97.0,2017-05-05,26.19,2017-05-12,244.158,2017-06-02,-47617.0,2017-05-16,105.1241,2017-06-06,6044.0
