date,PAYEMS_realtime_start,PAYEMS_value,UNRATE_realtime_start,UNRATE_value,ICSA_realtime_start,ICSA_value,CPILFESL_realtime_start,CPILFESL_value,PPIFID_realtime_start,PPIFID_value,A191RL1Q225SBEA_realtime_start,A191RL1Q225SBEA_value,RSAFS_realtime_start,RSAFS_value,DGORDER_realtime_start,DGORDER_value,HSN1F_realtime_start,HSN1F_value,UMCSENT_realtime_start,UMCSENT_value,CES0500000003_realtime_start,CES0500000003_value,CPIAUCSL_realtime_start,CPIAUCSL_value,BOPGSTB_realtime_start,BOPGSTB_value,INDPRO_realtime_start,INDPRO_value,JTSJOL_realtime_start,JTSJOL_value
2020-06-01,2020-07-02,137802.0,2020-07-02,11.1,,,2020-07-14,266.065,2020-07-10,117.5,,,2020-07-16,524306.0,2020-07-27,206873.0,2020-07-24,776.0,2020-06-26,78.1,2020-07-02,29.37,2020-07-14,257.214,2020-08-05,-50695.0,2020-07-15,97.4587,2020-08-10,5889.0
2020-06-06,,,,,2020-06-11,1542000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,,,,,2020-06-18,1508000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-20,,,,,2020-06-25,1480000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,,,,,2020-07-02,1427000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,2020-08-07,139582.0,2020-08-07,10.2,,,2020-08-12,267.715,2020-08-11,118.2,2020-10-29,33.1,2020-08-14,535982.0,2020-08-26,230672.0,2020-08-25,901.0,2020-07-31,72.5,2020-08-07,29.39,2020-08-12,258.723,2020-09-03,-63556.19316609643,2020-08-14,100.1665,2020-09-09,6618.0
2020-07-04,,,,,2020-07-09,1314000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-11,,,,,2020-07-16,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,,,,,2020-07-23,1416000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,,,,,2020-07-30,1434000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,2020-09-04,140914.0,2020-09-04,8.4,2020-08-06,1186000.0,2020-09-11,268.747,2020-09-10,118.6,,,2020-09-16,537526.0,2020-09-25,232841.0,2020-09-24,1011.0,2020-08-28,74.1,2020-09-04,29.47,2020-09-11,259.681,2020-10-06,-67102.0,2020-09-15,101.3605,2020-10-06,6493.0
2020-08-08,,,,,2020-08-13,963000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,,,,,2020-08-20,1106000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-22,,,,,2020-08-27,1006000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-29,,,,,2020-09-03,881000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,2020-10-02,141720.0,2020-10-02,7.9,,,2020-10-13,269.264,2020-10-14,118.8,,,2020-10-16,549256.0,2020-10-27,237057.0,2020-10-26,959.0,2020-10-02,80.4,2020-10-02,29.47,2020-10-13,260.209,2020-11-04,-63862.0,2020-10-16,101.5055,2020-11-10,6436.0
2020-09-05,,,,,2020-09-10,884000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-12,,,,,2020-09-17,860000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-19,,,,,2020-09-24,870000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-26,,,,,2020-10-01,837000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,2020-11-06,142373.0,2020-11-06,6.9,,,2020-11-12,269.296,2020-11-13,119.4,2021-01-28,4.0,2020-11-17,553329.0,2020-11-25,240769.0,2020-11-25,999.0,2020-10-30,81.8,2020-11-06,29.5,2020-11-12,260.325,2020-12-04,-63123.0,2020-11-17,103.2054,2020-12-09,6652.0
2020-10-03,,,,,2020-10-08,840000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-10,,,,,2020-10-15,898000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-17,,,,,2020-10-22,787000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-24,,,,,2020-10-29,751000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-31,,,,,2020-11-05,751000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,2020-12-04,142629.0,2020-12-04,6.7,,,2020-12-10,269.887,2020-12-11,119.2,,,2020-12-16,546504.0,2020-12-23,244161.0,2020-12-23,841.0,2020-11-25,76.9,2020-12-04,29.58,2020-12-10,260.817,2021-01-07,-68142.0,2020-12-15,103.9818,2021-01-12,6527.0
2020-11-07,,,,,2020-11-12,709000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-14,,,,,2020-11-19,742000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-21,,,,,2020-11-25,778000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-28,,,,,2020-12-03,712000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,2021-01-08,142624.0,2021-01-08,6.7,,,2021-01-13,270.117,2021-01-15,119.3,,,2021-01-15,540915.0,2021-01-27,245325.0,2021-01-28,842.0,2020-12-23,80.7,2021-01-08,29.81,2021-01-13,261.775,2021-02-05,-66613.0,2021-01-15,105.7244,2021-02-09,6646.0
2020-12-05,,,,,2020-12-10,853000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-12,,,,,2020-12-17,885000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,,,,,2020-12-23,803000.0,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,,,,,2020-12-31,787000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,2021-02-05,142631.0,2021-02-05,6.3,,,2021-02-10,270.025,2021-02-17,121.0,2021-04-29,6.4,2021-02-17,568215.0,2021-02-25,256578.0,2021-02-24,923.0,2021-01-29,79.0,2021-02-05,29.96,2021-02-10,262.231,2021-03-05,-68213.0,2021-02-17,107.1843,2021-03-11,6917.0
2021-01-02,,,,,2021-01-07,787000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-09,,,,,2021-01-14,965000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-16,,,,,2021-01-21,900000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-23,,,,,2021-01-28,847000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-30,,,,,2021-02-04,779000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,2021-03-05,143048.0,2021-03-05,6.2,,,2021-03-10,270.299,2021-03-12,121.7,,,2021-03-16,561685.0,2021-03-24,254004.0,2021-03-23,775.0,2021-02-26,76.8,2021-03-05,30.01,2021-03-10,263.161,2021-04-07,-71078.0,2021-03-16,104.6526,2021-04-06,7367.0
2021-02-06,,,,,2021-02-11,793000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-13,,,,,2021-02-18,861000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-20,,,,,2021-02-25,730000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-27,,,,,2021-03-04,745000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,2021-04-02,144120.0,2021-04-02,6.0,,,2021-04-13,271.214,2021-04-09,123.1,,,2021-04-15,619105.0,2021-04-26,256316.0,2021-04-23,1021.0,2021-03-26,84.9,2021-04-02,29.96,2021-04-13,264.793,2021-05-04,-74448.0,2021-04-15,105.583,2021-05-11,8123.0
2021-03-06,,,,,2021-03-11,712000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-13,,,,,2021-03-18,770000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-20,,,,,2021-03-25,684000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-27,,,,,2021-04-01,719000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,2021-05-07,144308.0,2021-05-07,6.1,,,2021-05-12,273.7,2021-05-13,123.9,2021-07-29,6.5,2021-05-14,619923.0,2021-05-27,246156.0,2021-05-25,863.0,2021-04-30,88.3,2021-05-07,30.17,2021-05-12,266.832,2021-06-08,-68899.0,2021-05-14,106.3127,2021-06-08,9286.0
2021-04-03,,,,,2021-04-08,744000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-10,,,,,2021-04-15,576000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17,,,,,2021-04-22,547000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-24,,,,,2021-04-29,553000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-01,2021-06-04,144894.0,2021-06-04,5.8,2021-05-06,498000.0,2021-06-10,275.718,2021-06-15,125.0,,,2021-06-15,620214.0,2021-06-24,253323.0,2021-06-23,769.0,2021-05-28,82.9,2021-06-04,30.33,2021-06-10,268.551,2021-07-02,-71240.04271969636,2021-06-15,99.8562,2021-07-07,9209.0
2021-05-08,,,,,2021-05-13,473000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-15,,,,,2021-05-20,444000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-22,,,,,2021-05-27,406000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-29,,,,,2021-06-03,385000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-01,2021-07-02,145759.0,2021-07-02,5.9,,,2021-07-13,278.14,2021-07-14,126.3,,,2021-07-16,621340.0,2021-07-27,257627.0,2021-07-26,676.0,2021-06-25,85.5,2021-07-02,30.4,2021-07-13,270.981,2021-08-05,-75749.0,2021-07-15,100.0951,2021-08-09,10073.0
2021-06-05,,,,,2021-06-10,376000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-12,,,,,2021-06-17,412000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-19,,,,,2021-06-24,411000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-06-26,,,,,2021-07-01,364000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-01,2021-08-06,146821.0,2021-08-06,5.4,,,2021-08-11,279.054,2021-08-12,127.6,2021-10-28,2.0,2021-08-17,617719.0,2021-08-25,257207.0,2021-08-24,708.0,2021-07-30,81.2,2021-08-06,30.54,2021-08-11,272.265,2021-09-02,-70051.0,2021-08-17,101.1148,2021-09-08,10934.0
2021-07-03,,,,,2021-07-08,373000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-10,,,,,2021-07-15,360000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-17,,,,,2021-07-22,419000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-24,,,,,2021-07-29,400000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-31,,,,,2021-08-05,385000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-01,2021-09-03,147190.0,2021-09-03,5.2,,,2021-09-14,279.338,2021-09-10,128.3,,,2021-09-16,618676.0,2021-09-27,263490.0,2021-09-24,740.0,2021-08-27,70.3,2021-09-03,30.73,2021-09-14,273.012,2021-10-05,-73251.53187646228,2021-09-15,101.5949,2021-10-12,10439.0
2021-08-07,,,,,2021-08-12,375000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-14,,,,,2021-08-19,348000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-21,,,,,2021-08-26,353000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-28,,,,,2021-09-02,340000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01,2021-10-08,147553.0,2021-10-08,4.8,,,2021-10-13,280.017,2021-10-14,128.9,,,2021-10-15,625416.0,2021-10-27,261288.0,2021-10-26,800.0,2021-10-01,72.8,2021-10-08,30.85,2021-10-13,274.138,2021-11-04,-80934.0,2021-10-18,100.0178,2021-11-12,10438.0
2021-09-04,,,,,2021-09-09,310000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-11,,,,,2021-09-16,332000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-18,,,,,2021-09-23,351000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-25,,,,,2021-09-30,362000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-01,2021-11-05,148319.0,2021-11-05,4.6,,,2021-11-10,281.695,2021-11-09,129.8,2022-01-27,6.9,2021-11-16,638189.0,2021-11-24,260087.0,2021-11-24,745.0,2021-10-29,71.7,2021-11-05,30.96,2021-11-10,276.724,2021-12-07,-67116.0,2021-11-16,101.611,2021-12-08,11033.0
2021-10-02,,,,,2021-10-07,326000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-09,,,,,2021-10-14,293000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-16,,,,,2021-10-21,290000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-23,,,,,2021-10-28,281000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-30,,,,,2021-11-04,269000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-01,2021-12-03,148611.0,2021-12-03,4.2,,,2021-12-10,283.201,2021-12-14,130.774,,,2021-12-15,639829.0,2021-12-23,268251.0,2021-12-23,744.0,2021-11-24,67.4,2021-12-03,31.03,2021-12-10,278.88,2022-01-06,-80172.0,2021-12-16,102.2852,2022-01-04,10562.0
2021-11-06,,,,,2021-11-10,267000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-13,,,,,2021-11-18,268000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-20,,,,,2021-11-24,199000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-27,,,,,2021-12-02,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-01,2022-01-07,148951.0,2022-01-07,3.9,,,2022-01-12,284.759,2022-01-13,130.956,,,2022-01-14,626833.0,2022-01-27,267629.0,2022-01-26,811.0,2021-12-23,70.6,2022-01-07,31.31,2022-01-12,280.192,2022-02-08,-80731.0,2022-01-14,101.8926,2022-02-01,10925.0
2021-12-04,,,,,2021-12-09,184000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-11,,,,,2021-12-16,206000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-18,,,,,2021-12-23,205000.0,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-25,,,,,2021-12-30,198000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-01,2022-02-04,149629.0,2022-02-04,4.0,2022-01-06,207000.0,2022-02-10,286.431,2022-02-15,132.568,2022-04-28,-1.4,2022-02-16,649776.0,2022-02-25,277455.0,2022-02-24,801.0,2022-01-28,67.2,2022-02-04,31.63,2022-02-10,281.933,2022-03-08,-89692.0,2022-02-16,103.4677,2022-03-09,11263.0
2022-01-08,,,,,2022-01-13,230000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-15,,,,,2022-01-20,286000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22,,,,,2022-01-27,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-29,,,,,2022-02-03,238000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-01,2022-03-04,150399.0,2022-03-04,3.8,,,2022-03-10,287.878,2022-03-15,134.083,,,2022-03-16,658128.0,2022-03-24,271512.0,2022-03-23,772.0,2022-02-25,62.8,2022-03-04,31.58,2022-03-10,284.182,2022-04-05,-89185.0,2022-03-17,103.5811,2022-03-29,11266.0
2022-02-05,,,,,2022-02-10,223000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-12,,,,,2022-02-17,248000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-19,,,,,2022-02-24,232000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-26,,,,,2022-03-03,215000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-01,2022-04-01,150925.0,2022-04-01,3.6,,,2022-04-12,288.811,2022-04-13,136.753,,,2022-04-14,665726.0,2022-04-26,275013.0,2022-04-26,763.0,2022-03-25,59.4,2022-04-01,31.73,2022-04-12,287.708,2022-05-04,-109802.0,2022-04-15,104.5853,2022-05-03,11549.0
2022-03-05,,,,,2022-03-10,227000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-12,,,,,2022-03-17,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-19,,,,,2022-03-24,187000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-26,,,,,2022-03-31,202000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-01,2022-05-06,151314.0,2022-05-06,3.6,,,2022-05-11,290.455,2022-05-12,138.019,2022-07-28,-0.9,2022-05-17,677711.0,2022-05-25,265326.0,2022-05-24,591.0,2022-04-29,65.2,2022-05-06,31.85,2022-05-11,288.663,2022-06-07,-87077.0,2022-05-17,105.5973,2022-06-01,11400.0
2022-04-02,,,,,2022-04-07,166000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-09,,,,,2022-04-14,185000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-16,,,,,2022-04-21,184000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-23,,,,,2022-04-28,180000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-30,,,,,2022-05-05,200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-01,2022-06-03,151682.0,2022-06-03,3.6,,,2022-06-10,292.289,2022-06-14,139.003,,,2022-06-15,672874.0,2022-06-27,267202.0,2022-06-24,696.0,2022-05-27,58.4,2022-06-03,31.95,2022-06-10,291.474,2022-07-07,-85546.0,2022-06-17,105.7475,2022-07-06,11254.0
2022-05-07,,,,,2022-05-12,203000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-14,,,,,2022-05-19,218000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-21,,,,,2022-05-26,210000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-28,,,,,2022-06-02,200000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-01,2022-07-08,151980.0,2022-07-08,3.6,,,2022-07-13,294.354,2022-07-14,140.89,,,2022-07-15,680591.0,2022-07-27,272596.0,2022-07-26,590.0,2022-06-24,50.0,2022-07-08,32.08,2022-07-13,295.328,2022-08-04,-79614.0,2022-07-15,104.3648,2022-08-02,10698.0
2022-06-04,,,,,2022-06-09,229000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-11,,,,,2022-06-16,229000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-18,,,,,2022-06-23,229000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-25,,,,,2022-06-30,231000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-01,2022-08-05,152536.0,2022-08-05,3.5,,,2022-08-10,295.275,2022-08-11,140.3,2022-10-27,2.6,2022-08-17,682815.0,2022-08-24,273476.0,2022-08-23,511.0,2022-07-29,51.5,2022-08-05,32.27,2022-08-10,295.271,2022-09-07,-70650.0,2022-08-16,104.8075,2022-08-30,11239.0
2022-07-02,,,,,2022-07-07,235000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-09,,,,,2022-07-14,244000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-16,,,,,2022-07-21,251000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-23,,,,,2022-07-28,256000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-30,,,,,2022-08-04,260000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-01,2022-09-02,152744.0,2022-09-02,3.7,,,2022-09-13,296.95,2022-09-14,139.981,,,2022-09-15,683291.0,2022-09-27,272659.0,2022-09-27,685.0,2022-08-26,58.2,2022-09-02,32.36,2022-09-13,295.62,2022-10-05,-67398.0,2022-09-15,104.5464,2022-10-04,10053.0
2022-08-06,,,,,2022-08-11,262000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-13,,,,,2022-08-18,250000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-20,,,,,2022-08-25,243000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-27,,,,,2022-09-01,232000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-01,2022-10-07,153018.0,2022-10-07,3.5,,,2022-10-13,298.66,2022-10-12,140.149,,,2022-10-14,683974.0,2022-10-27,274717.0,2022-10-26,603.0,2022-09-30,58.6,2022-10-07,32.46,2022-10-13,296.761,2022-11-03,-73282.0,2022-10-18,105.1762,2022-11-01,10717.0
2022-09-03,,,,,2022-09-08,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-10,,,,,2022-09-15,213000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-17,,,,,2022-09-22,213000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-24,,,,,2022-09-29,193000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-01,2022-11-04,153308.0,2022-11-04,3.7,2022-10-06,219000.0,2022-11-10,299.471,2022-11-15,140.47,2023-01-26,2.9,2022-11-16,694518.0,2022-11-23,277375.0,2022-11-23,632.0,2022-10-28,59.9,2022-11-04,32.58,2022-11-10,298.062,2022-12-06,-78162.0,2022-11-16,104.6894,2022-11-30,10334.0
2022-10-08,,,,,2022-10-13,228000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-15,,,,,2022-10-20,214000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-22,,,,,2022-10-27,217000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-29,,,,,2022-11-03,217000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-01,2022-12-02,153548.0,2022-12-02,3.7,,,2022-12-13,300.066,2022-12-09,140.795,,,2022-12-15,689443.0,2022-12-23,270644.0,2022-12-23,640.0,2022-11-23,56.8,2022-12-02,32.82,2022-12-13,298.349,2023-01-05,-61511.0,2022-12-15,104.5175,2023-01-04,10458.0
2022-11-05,,,,,2022-11-10,225000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-12,,,,,2022-11-17,222000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-19,,,,,2022-11-23,240000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-11-26,,,,,2022-12-01,225000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-01,2023-01-06,153743.0,2023-01-06,3.5,,,2023-01-12,300.974,2023-01-18,139.544,,,2023-01-18,677136.0,2023-01-26,286885.0,2023-01-26,616.0,2022-12-23,59.7,2023-01-06,32.82,2023-01-12,298.112,2023-02-07,-67419.0,2023-01-18,103.4332,2023-02-01,11012.0
2022-12-03,,,,,2022-12-08,230000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-10,,,,,2022-12-15,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-17,,,,,2022-12-22,216000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24,,,,,2022-12-29,225000.0,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-31,,,,,2023-01-05,204000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-01,2023-02-03,155073.0,2023-02-03,3.4,,,2023-02-14,302.702,2023-02-16,141.093,2023-04-27,1.1,2023-02-15,696982.0,2023-02-27,272257.0,2023-02-24,670.0,2023-01-27,64.9,2023-02-03,33.03,2023-02-14,300.536,2023-03-08,-68289.0,2023-02-15,102.9525,2023-03-08,10824.0
2023-01-07,,,,,2023-01-12,205000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-14,,,,,2023-01-19,190000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-21,,,,,2023-01-26,186000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-28,,,,,2023-02-02,183000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-01,2023-03-10,155350.0,2023-03-10,3.6,,,2023-03-14,304.07,2023-03-15,140.743,,,2023-03-15,697876.0,2023-03-24,268387.0,2023-03-23,640.0,2023-02-24,67.0,2023-03-10,33.09,2023-03-14,301.648,2023-04-05,-70535.0,2023-03-17,102.646,2023-04-04,9931.0
2023-02-04,,,,,2023-02-09,196000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-11,,,,,2023-02-16,194000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18,,,,,2023-02-23,192000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-25,,,,,2023-03-02,190000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-01,2023-04-07,155569.0,2023-04-07,3.5,,,2023-04-12,305.24,2023-04-13,141.115,,,2023-04-14,691671.0,2023-04-26,276405.0,2023-04-25,683.0,2023-03-31,62.0,2023-04-07,33.18,2023-04-12,301.808,2023-05-04,-64228.0,2023-04-14,103.0258,2023-05-02,9590.0
2023-03-04,,,,,2023-03-09,211000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-11,,,,,2023-03-16,192000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-18,,,,,2023-03-23,191000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-25,,,,,2023-03-30,198000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,2023-05-05,155673.0,2023-05-05,3.4,2023-04-06,228000.0,2023-05-10,306.489,2023-05-11,141.416,2023-07-27,2.4,2023-05-16,686052.0,2023-05-26,283018.0,2023-05-23,683.0,2023-04-28,63.5,2023-05-05,33.36,2023-05-10,302.918,2023-06-07,-74552.0,2023-05-16,103.0398,2023-05-31,10103.0
2023-04-08,,,,,2023-04-13,239000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,,,,,2023-04-20,245000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,,,,,2023-04-27,230000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-29,,,,,2023-05-04,242000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,2023-06-02,156105.0,2023-06-02,3.7,,,2023-06-13,307.824,2023-06-14,140.933,,,2023-06-15,686573.0,2023-06-27,288180.0,2023-06-27,763.0,2023-05-26,59.2,2023-06-02,33.44,2023-06-13,303.294,2023-07-06,-68982.0,2023-06-15,103.0107,2023-07-06,9824.0
2023-05-06,,,,,2023-05-11,264000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-13,,,,,2023-05-18,242000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-20,,,,,2023-05-25,229000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-27,,,,,2023-06-01,232000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,2023-07-07,156204.0,2023-07-07,3.6,,,2023-07-12,308.309,2023-07-13,141.008,,,2023-07-18,689499.0,2023-07-27,302489.0,2023-07-26,697.0,2023-06-30,64.4,2023-07-07,33.58,2023-07-12,303.841,2023-08-08,-65497.0,2023-07-18,102.2468,2023-08-01,9582.0
2023-06-03,,,,,2023-06-08,261000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,,,,,2023-06-15,262000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17,,,,,2023-06-22,264000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-24,,,,,2023-06-29,239000.0,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,2023-08-04,156342.0,2023-08-04,3.5,2023-07-06,248000.0,2023-08-10,308.801,2023-08-11,141.408,2023-10-26,4.9,2023-08-15,696354.0,2023-08-24,285931.0,2023-08-23,714.0,2023-07-28,71.6,2023-08-04,33.74,2023-08-10,304.348,2023-09-06,-65022.0,2023-08-16,102.8957,2023-08-29,8827.0
2023-07-08,,,,,2023-07-13,237000.0,,,,,,,,,,,,,,,,,,,,,,,,
